site,name,price,url,sizes,availability,description
princesspolly,Baseline Rib Capri Pants Chocolate,USD $44.00 0 Reviews,https://us.princesspolly.com/products/baseline-rib-capri-pants-chocolate,"US0, US2, US4, US6, US8, US10, US12",in_stock,"Pants in ribbed detail & capri-style fit Lace trim detail, elasticated waist, mid-rise fit Good stretch, unlined Princess Polly Lower Impact 95% reclaimed cotton 5% elastane Cold gentle machine wash"
princesspolly,Evani Sheer Chiffon Midi Skirt Polka Maroon,USD $61.00 QUALIFIES FOR FREE SHIPPING,https://us.princesspolly.com/products/evani-sheer-chiffon-midi-skirt-polka-maroon,"US2, US4, US6, US8, US10, US12, US14",in_stock,"Sheer chiffon midi skirt in polka-dot print Elasticated waistband, lace trim detail, velvet-like polka-dot details Non-stretch material, unlined 100% polyester Cold hand wash"
princesspolly,Baseline Low Rise Rib Shorts Black,USD $39.00 73 Reviews,https://us.princesspolly.com/products/baseline-low-rise-rib-shorts-black,"US0, US2, US4, US6, US8, US10, US12",in_stock,"Low-rise ribbed Shorts Folded-over waist detail, micro fit Good stretch, unlined Princess Polly Lower Impact 95% organic cotton 5% spandex Length of size US 2 / AU 6 waist to hem: 24cm / 9.4in"
princesspolly,Jaxton Faux Leather Jacket Brown,USD $109.00 284 Reviews QUALIFIES FOR FREE SHIPPING,https://us.princesspolly.com/products/jaxton-faux-leather-jacket-black,"XS, S, M, L, XL",in_stock,"Oversized collared faux leather jacket Exposed stitching detail, button-up & zip closure, twin hip pockets, ribbed waistband, drop shoulders, buttoned cuffs, snap back button detail Non-stretch material, fully lined Main: 100% pu Back: 58% polyester 42% lyocell Lining: 100% polyester Wipe down outer garment with damp cloth"
princesspolly,Ryanna Sweater Beige,USD $65.00 190 Reviews QUALIFIES FOR FREE SHIPPING,https://us.princesspolly.com/products/recycled-fibers-ryanna-sweater-beige,"US0, US2, US4, US6, US8, US10, US12",in_stock,"Oversized knit sweater Crew neckline, ribbed detail, drop shoulders Good stretch, unlined Princess Polly Lower Impact 97% reclaimed polyester 3% elastane Cold gentle machine wash"
princesspolly,Brienna Zip Jacket Navy,USD $69.00 QUALIFIES FOR FREE SHIPPING,https://us.princesspolly.com/products/brienna-zip-jacket-navy,"XS, S, M, L, XL",in_stock,"Oversized hooded jacket Stripe print, drawstring detail, zip-up closure, twin front pockets, drop shoulders Good stretch, unlined Princess Polly Lower Impact 70% reclaimed polyester 30% acrylic Cold gentle machine wash"
princesspolly,Salazar Longline Belted Trench Coat Chocolate Brown,USD $125.00 0 Reviews QUALIFIES FOR FREE SHIPPING,https://us.princesspolly.com/products/salazar-longline-belted-trench-coat-chocolate-brown,"US0, US2, US4, US6, US8, US10, US12",in_stock,"Longline trench coat with belted detail Faux leather, lapel collar, button closure, twin hip pockets, drop shoulders, oversized Non-stretch material, fully lined Main: 55% polyester 45% PU, Lining: 100% polyester Wipe down outer garment with damp cloth"
princesspolly,Teala Boots Black,USD $95.00 486 Reviews QUALIFIES FOR FREE SHIPPING,https://us.princesspolly.com/products/teala-boots-black,"US5, US6, US7, US8, US9, US10",in_stock,"Faux leather knee-high boots Zip closure, rounded toe, padded footbed, block heel Upper, lining & insole: 100% water-based PU, Outsole: 100% rubber Heel height: 8cm / 3.1in Calf measurement US 8: 40cm / 15.7in, allow 1-2cm variance between sizes"
princesspolly,Goldsmith Faux Leather Bomber Jacket Burgundy,USD $109.00 577 Reviews QUALIFIES FOR FREE SHIPPING,https://us.princesspolly.com/products/goldsmith-pu-bomber-jacket-burgundy,"US0, US2, US4, US6, US8, US10, US12",in_stock,"Bomber jacket Oversized fit, faux leather material, classic collar, zip front fastening, ribbed waistband and cuffs, twin hip pockets Non-stretch, fully lined Main: 100% polyurethane Main Back: 50% viscose 50% polyester Lining: 100% polyester"
princesspolly,Lukea Sleeveless Mini Dress White,USD $59.00 QUALIFIES FOR FREE SHIPPING,https://us.princesspolly.com/products/lukea-mini-dress-white,"US0, US2, US4, US6, US8, US10, US12",in_stock,"Sleeveless tie-back mini dress Crew neckline, low back Good stretch, fully lined Princess Polly Lower Impact Main: 95% recycled polyester 5% spandex Lining 100% recycled polyester Cold gentle machine wash Length of size US 2 / AU 6 shoulder to hem: 76cm / 29.9in"
princesspolly,Pour It Up Long Sleeve Button Detail Top Leopard,USD $55.00 QUALIFIES FOR FREE SHIPPING,https://us.princesspolly.com/products/pour-it-up-long-sleeve-button-detail-top-leopard,"US0, US2, US4, US6, US8, US10, US12",in_stock,"Long sleeve button detail top Leopard print, boat neckline, lace detail, crop fit Good-stretch material, unlined 90% polyester 10% elastane Cold gentle machine wash"
princesspolly,Yumiko Romper Black Sparkle,USD $75.00 0 Reviews QUALIFIES FOR FREE SHIPPING,https://us.princesspolly.com/products/yumiko-romper-black-sparkle,"US0, US2, US4, US6, US8, US10, US12",in_stock,"Sequin sleeveless romper Crew neckline, built-in shorts, zip closure at back Non-stretch material, fully lined Princess Polly Lower Impact Main 1: 100% reclaimed PET Main 2: 100% polyester, Lining: 95% reclaimed polyester 5% elastane Cold gentle machine wash"
princesspolly,Ameliah Tassel Heels Brown,USD $65.00 0 Reviews QUALIFIES FOR FREE SHIPPING,https://us.princesspolly.com/products/ameliah-tassel-heels-brown,"US5, US6, US7, US8, US9, US10",in_stock,"Tassel heels Almond toe, thong-style, slip-on style, open back 100% PU"
princesspolly,Coralie Faux Suede Belt Blue,USD $29.00 0 Reviews,https://us.princesspolly.com/products/coralie-faux-suede-belt-blue,"S, M, L, XL",in_stock,"Faux suede belt Eyelet detail, silver hardware, buckle detail, adjustable length 90% faux suede 10% zinc alloy Length of s/m belt: 99.5cm / 39.2in Length of m/l belt: 110cm / 43.3in Length of l/xl belt: 120.5cm / 47.4in"
